days_cash_on_hand,current_ratio,burn_rate_monthly_rm,purchase_amount,purchase_to_burn,is_digitalisation,is_agri,monthly_net_cash,recommended_product,label
91.8,1.481,8000.0,32305.15,4.038,0,0,4188.17,cash,0
112.4,1.908,8000.0,21338.21,2.667,0,0,274.03,bnpl,0
28.3,1.431,11836.42,9372.12,0.792,0,0,6473.13,micro_credit,0
103.6,1.58,8000.0,17785.11,2.223,1,1,15558.16,bnpl,0
15.0,1.67,11805.52,12222.9,1.035,0,0,28050.61,cash,1
58.2,1.644,8000.0,15121.91,1.89,0,0,47155.07,bnpl,0
50.1,1.337,8000.0,12984.34,1.623,1,0,-5000.0,bnpl,0
85.5,1.787,12587.46,4570.47,0.363,0,0,29913.02,bnpl,0
98.4,1.782,11705.09,13644.67,1.166,1,0,30583.01,bnpl,0
123.1,1.283,16077.18,11528.54,0.717,0,0,9665.89,micro_credit,0
36.6,1.47,8000.0,9366.36,1.171,0,0,-5000.0,micro_credit,1
63.8,1.436,10337.57,4973.54,0.481,0,0,-5000.0,micro_credit,0
84.0,1.327,16051.19,13682.85,0.852,0,0,22921.72,micro_credit,0
110.3,1.463,8000.0,19524.72,2.441,0,0,21171.24,bnpl,0
70.3,1.94,8995.59,12308.26,1.368,0,0,12382.01,bnpl,0
51.6,1.572,18555.88,15440.24,0.832,1,0,12559.14,cash,0
71.0,1.643,13868.77,16900.21,1.219,0,0,6026.43,grant,0
83.1,1.684,8000.0,13260.26,1.658,1,1,-5000.0,micro_credit,0
87.1,1.735,13854.92,9727.62,0.702,0,0,17562.84,grant,0
110.6,1.946,9768.05,13051.08,1.336,0,0,31996.4,cash,0
37.5,1.46,18051.91,20668.38,1.145,0,0,18646.75,bnpl,1
37.4,1.536,8000.0,14502.43,1.813,0,0,-2568.24,micro_credit,1
49.4,0.972,17151.01,9702.38,0.566,1,0,14828.62,bnpl,0
74.9,1.251,8000.0,6954.03,0.869,0,0,-1017.03,cash,0
84.2,1.327,21718.52,21267.45,0.979,1,0,26550.47,bnpl,0
72.0,1.974,8972.3,11882.31,1.324,0,0,15059.54,cash,0
92.5,1.728,8000.0,9016.88,1.127,0,0,23518.25,bnpl,0
92.9,1.44,8000.0,10785.7,1.348,0,0,23223.46,grant,0
120.1,1.215,8168.52,9757.86,1.195,0,0,36404.5,bnpl,0
74.1,1.296,12726.13,9676.43,0.76,1,0,-5000.0,micro_credit,0
52.7,2.036,11765.12,12826.49,1.09,0,0,7501.91,cash,0
82.3,1.628,11287.78,12876.57,1.141,1,0,27638.37,bnpl,0
75.6,1.276,8000.0,4070.58,0.509,0,0,48482.71,grant,0
96.6,1.318,8718.22,8516.14,0.977,1,0,39765.85,bnpl,0
39.5,1.582,9425.39,19048.84,2.021,1,0,10127.83,bnpl,1
31.0,1.48,8000.0,12629.22,1.579,1,0,37815.19,cash,1
31.5,1.326,8000.0,9799.66,1.225,0,0,25322.26,micro_credit,1
70.7,1.666,8000.0,13717.92,1.715,0,0,26000.36,bnpl,0
56.7,1.769,10133.15,21482.7,2.12,0,0,8374.44,cash,0
84.5,1.539,9477.77,13938.52,1.471,1,0,21662.53,grant,0
43.8,1.951,8000.0,8294.54,1.037,0,0,10303.16,bnpl,1
85.3,1.991,8000.0,9143.22,1.143,0,0,-5000.0,cash,0
75.8,1.626,20248.95,12917.64,0.638,0,0,30792.45,cash,0
89.6,1.428,8000.0,14062.28,1.758,0,0,-5000.0,bnpl,0
107.4,1.505,16946.72,9282.46,0.548,0,1,16839.31,micro_credit,0
80.2,1.537,8146.17,15000.68,1.841,0,0,-4670.94,bnpl,0
44.8,1.898,13728.45,12534.5,0.913,0,1,41972.56,micro_credit,0
68.3,1.92,10710.81,6880.09,0.642,0,0,45264.72,bnpl,0
99.8,1.516,13728.47,9681.41,0.705,0,0,26924.68,grant,0
15.2,1.264,15377.6,10537.44,0.685,0,0,15735.76,micro_credit,0
41.3,2.067,16911.32,10825.1,0.64,0,0,4715.47,grant,0
100.7,2.105,15202.15,39914.36,2.626,0,0,-4602.32,grant,0
54.5,1.217,12073.79,13314.14,1.103,1,1,9264.88,cash,0
95.2,1.895,8000.0,8705.11,1.088,0,0,26762.58,micro_credit,0
63.3,1.327,15651.81,5947.79,0.38,0,0,6571.56,cash,0
83.2,1.389,14078.72,8840.67,0.628,1,0,37355.15,bnpl,0
71.9,1.738,13845.43,8559.98,0.618,0,0,-5000.0,bnpl,0
84.0,1.57,12709.71,10672.33,0.84,0,0,4252.3,cash,0
125.2,1.138,13770.41,8812.87,0.64,0,0,5955.98,micro_credit,0
67.1,1.325,12798.09,25974.07,2.03,0,0,20460.25,micro_credit,0
77.6,1.274,12488.6,39576.56,3.169,1,0,5147.5,grant,1
65.6,1.393,8000.0,2670.67,0.334,0,1,19290.64,grant,0
53.9,1.099,13890.15,6666.77,0.48,0,0,5903.96,micro_credit,0
111.7,1.155,8000.0,14018.29,1.752,0,0,32690.77,grant,0
35.6,1.664,12854.51,3895.05,0.303,0,0,26373.02,micro_credit,0
96.9,1.463,17388.35,22585.21,1.299,0,0,13856.12,micro_credit,0
63.7,1.278,9731.24,16537.2,1.699,0,0,6164.82,micro_credit,0
20.1,1.905,10781.65,9810.48,0.91,0,0,27428.85,cash,0
113.1,0.8,12033.13,5515.64,0.458,1,0,20983.99,bnpl,0
78.2,1.728,8000.0,4314.42,0.539,0,0,3893.37,cash,0
85.2,1.834,8000.0,21266.39,2.658,0,0,338.3,cash,0
84.1,1.407,10742.65,19742.57,1.838,0,0,-5000.0,grant,0
58.0,1.602,29164.65,7519.43,0.258,1,0,48722.41,grant,0
125.1,1.523,8654.47,8261.52,0.955,0,1,10772.35,bnpl,0
39.8,1.529,19411.02,8637.8,0.445,0,0,7666.96,grant,0
32.5,1.655,11148.02,12519.42,1.123,0,0,8097.11,grant,1
67.7,1.691,9769.62,14374.84,1.471,0,1,15869.69,cash,0
103.1,1.74,10794.45,27865.15,2.581,1,1,19564.83,micro_credit,0
107.6,1.72,8000.0,24776.7,3.097,0,0,14433.17,cash,0
73.7,1.629,8474.0,13696.09,1.616,1,1,1346.23,cash,0
106.9,1.518,8331.82,7268.4,0.872,0,0,16837.96,grant,0
79.7,1.659,8000.0,5010.8,0.626,0,0,23260.64,bnpl,0
112.1,1.263,20236.61,14131.35,0.698,0,0,11872.87,cash,0
65.1,1.162,15436.31,7890.51,0.511,0,0,-2036.52,micro_credit,0
99.8,1.023,8000.0,11968.41,1.496,1,1,17279.12,bnpl,0
87.1,1.465,30904.79,10664.32,0.345,0,0,7845.85,grant,0
55.1,1.585,13052.47,23434.58,1.795,1,0,-5000.0,cash,0
68.9,1.675,12889.6,12132.0,0.941,0,0,21763.63,grant,0
54.8,1.986,15470.38,5769.21,0.373,0,0,-5000.0,cash,0
48.8,1.74,8000.0,10076.25,1.26,0,1,20184.68,micro_credit,0
73.3,1.622,8000.0,16767.03,2.096,1,0,962.19,grant,0
66.9,1.617,10367.02,12248.87,1.182,0,0,-1511.28,cash,0
67.5,1.551,8000.0,9373.17,1.172,0,0,18978.24,cash,0
43.1,1.874,17523.99,6094.65,0.348,1,0,36437.15,bnpl,0
71.4,1.667,8000.0,20083.92,2.51,0,0,19309.69,bnpl,0
54.6,1.224,8000.0,13404.8,1.676,1,0,22304.49,grant,0
91.3,1.517,8000.0,8307.04,1.038,1,0,32742.28,micro_credit,0
62.9,1.59,8000.0,14546.72,1.818,1,1,3761.68,grant,0
101.2,1.767,8000.0,11274.91,1.409,0,1,2079.91,micro_credit,0
39.5,1.31,10820.5,14456.4,1.336,0,1,14673.86,bnpl,1
67.5,1.811,10184.21,17797.08,1.748,0,0,-5000.0,grant,0
15.0,1.629,8000.0,10755.27,1.344,0,0,6562.25,bnpl,1
114.7,1.662,10664.08,19155.5,1.796,1,1,18632.96,micro_credit,0
63.6,1.85,8000.0,14440.41,1.805,0,0,-5000.0,cash,0
80.1,1.604,21044.71,5111.58,0.243,0,0,1184.03,micro_credit,0
95.6,1.644,10733.63,7144.69,0.666,0,0,1365.27,bnpl,0
106.1,1.536,11718.36,11346.29,0.968,0,1,-5000.0,bnpl,0
98.3,1.691,27932.23,6914.88,0.248,1,0,26806.31,grant,0
42.2,1.594,15358.56,3867.35,0.252,0,0,8311.22,grant,0
60.9,1.353,11770.43,22390.17,1.902,0,0,9600.98,cash,0
80.1,1.582,9905.16,6639.96,0.67,1,0,31952.0,cash,0
82.4,1.661,8000.0,9390.26,1.174,0,0,8829.58,cash,0
36.6,1.077,8000.0,16113.08,2.014,1,0,243.53,cash,1
49.5,1.322,8063.44,9950.49,1.234,0,1,50979.39,grant,0
101.4,1.837,16745.1,6978.91,0.417,1,0,-5000.0,grant,0
47.3,1.924,8000.0,6073.89,0.759,0,0,4242.07,grant,0
69.0,1.625,11080.34,7665.62,0.692,0,0,24341.82,cash,0
59.0,1.506,13481.16,8493.01,0.63,0,0,1751.67,grant,0
89.8,1.31,8323.55,16410.2,1.972,1,1,48973.66,bnpl,0
90.1,1.682,12567.39,6699.21,0.533,0,0,14080.74,micro_credit,0
74.3,1.64,10429.87,14895.8,1.428,0,0,6393.59,micro_credit,0
76.5,1.206,8570.16,25976.78,3.031,0,1,17738.55,grant,1
74.5,2.081,8000.0,6566.92,0.821,0,1,42828.81,grant,0
76.1,1.482,8000.0,15463.43,1.933,0,1,21800.28,bnpl,0
47.6,1.511,8510.18,13915.9,1.635,1,0,-5000.0,micro_credit,0
106.3,1.806,8404.91,10731.83,1.277,0,0,9544.4,bnpl,0
55.5,1.426,8763.74,29350.87,3.349,0,0,29039.13,micro_credit,0
98.4,1.654,8000.0,11815.65,1.477,0,0,29468.79,bnpl,0
43.5,1.728,28146.38,21676.83,0.77,1,0,37452.52,cash,0
80.5,1.821,8000.0,18727.07,2.341,1,0,23778.99,cash,0
82.2,1.918,8000.0,10906.55,1.363,0,1,13718.32,bnpl,0
49.3,1.614,8000.0,21500.36,2.688,0,0,12839.47,grant,0
62.0,1.316,8905.63,17650.91,1.982,1,0,21859.3,micro_credit,0
57.4,1.313,13301.13,8125.06,0.611,1,0,13078.38,micro_credit,0
78.1,1.637,14562.74,6035.24,0.414,0,0,-5000.0,cash,0
60.8,2.054,24587.13,33095.33,1.346,0,0,8526.34,micro_credit,0
30.4,0.894,8000.0,10840.66,1.355,0,0,35411.26,micro_credit,1
96.7,1.614,8000.0,7126.47,0.891,0,0,16574.3,grant,0
92.4,1.66,8000.0,17289.72,2.161,0,0,19666.4,micro_credit,0
48.2,1.33,13491.61,10625.59,0.788,0,0,40604.65,bnpl,0
87.5,1.414,9851.78,12517.22,1.271,0,1,-1111.03,grant,0
52.2,1.746,14477.82,16849.56,1.164,0,0,39275.73,bnpl,0
61.5,2.019,8000.0,6925.9,0.866,1,0,-5000.0,cash,0
63.9,1.409,12539.91,13823.7,1.102,0,1,-5000.0,cash,0
65.2,1.446,8000.0,7047.86,0.881,0,0,-1874.65,grant,0
110.8,1.604,13332.71,5301.53,0.398,0,0,33495.86,bnpl,0
107.5,0.99,8000.0,15877.7,1.985,0,0,23598.99,bnpl,0
58.0,1.464,8000.0,12845.26,1.606,0,0,33549.21,micro_credit,0
55.7,1.83,8000.0,7584.07,0.948,1,0,26734.7,bnpl,0
98.0,1.788,8000.0,9355.57,1.169,0,0,26813.79,grant,0
76.0,1.249,12164.09,8158.83,0.671,1,0,44301.45,grant,0
113.6,1.719,18259.72,12526.92,0.686,0,0,25777.87,cash,0
111.9,1.619,8823.43,4733.68,0.536,0,0,10503.6,bnpl,0
95.6,1.815,12418.77,8975.78,0.723,0,0,-5000.0,bnpl,0
62.6,1.465,8597.12,16987.04,1.976,0,0,47742.18,micro_credit,0
78.1,1.489,8807.42,12944.31,1.47,1,0,-2909.29,cash,0
78.0,1.676,10876.49,15547.39,1.429,1,0,19807.46,bnpl,0
30.7,1.728,8000.0,6616.28,0.827,0,0,-5000.0,cash,0
85.8,1.488,8000.0,15723.64,1.965,1,1,-5000.0,cash,0
78.5,1.617,14742.79,32206.6,2.185,0,0,-5000.0,bnpl,0
73.7,1.473,12030.34,13610.79,1.131,0,0,5654.17,cash,0
64.0,1.237,15437.23,15561.61,1.008,0,1,28519.83,cash,0
67.2,1.366,8000.0,14726.51,1.841,1,0,-5000.0,grant,0
121.2,1.184,11194.16,28617.4,2.556,0,0,22783.62,bnpl,1
79.4,1.279,8000.0,18463.07,2.308,1,0,39110.65,grant,0
64.0,1.231,8000.0,7048.57,0.881,0,0,9954.18,micro_credit,0
115.0,1.738,11353.58,9700.51,0.854,0,0,1503.02,micro_credit,0
110.1,1.606,8000.0,8346.13,1.043,1,0,-3447.89,cash,0
61.3,1.708,9429.99,11587.98,1.229,1,0,35642.52,cash,0
57.6,2.072,8000.0,12696.21,1.587,1,0,6938.34,grant,0
78.1,1.674,12030.81,7988.72,0.664,1,0,-5000.0,grant,0
137.6,1.414,13556.83,4993.03,0.368,0,0,6966.97,bnpl,0
71.8,1.682,8000.0,13245.03,1.656,1,0,-5000.0,cash,0
83.1,1.26,8000.0,10399.41,1.3,0,0,-5000.0,bnpl,0
63.1,1.216,8000.0,21160.18,2.645,0,0,-5000.0,grant,1
70.5,1.761,8000.0,7678.34,0.96,0,0,16072.29,cash,0
102.9,1.223,9250.51,4661.67,0.504,0,0,4922.38,cash,0
75.9,1.311,8057.46,5571.81,0.692,1,0,13387.42,bnpl,0
101.4,1.243,8000.0,15937.03,1.992,1,0,33817.63,bnpl,0
37.7,1.503,11241.96,11428.54,1.017,0,0,-5000.0,micro_credit,1
87.5,1.975,10430.59,6856.08,0.657,0,0,2763.71,bnpl,0
119.2,1.805,13200.53,14706.24,1.114,0,0,99.53,cash,0
70.0,1.528,12674.01,27719.89,2.187,1,0,32130.09,grant,0
39.5,1.613,13787.86,16989.88,1.232,0,0,673.79,micro_credit,1
147.9,1.192,8000.0,13745.64,1.718,0,0,50102.45,grant,0
54.1,1.476,16071.17,11970.2,0.745,0,0,5977.13,cash,0
89.1,1.626,15735.86,24595.23,1.563,0,0,17526.06,grant,0
82.3,1.61,12333.92,12460.81,1.01,1,0,11989.05,grant,0
104.9,1.975,8000.0,12155.19,1.519,1,1,-396.5,bnpl,0
67.2,1.663,13376.4,11365.42,0.85,0,0,-5000.0,grant,0
50.9,1.801,8000.0,23227.33,2.903,0,0,21382.14,bnpl,0
107.9,1.494,8000.0,15316.71,1.915,0,0,34943.76,micro_credit,0
98.1,1.364,10291.18,9017.66,0.876,0,0,-2746.8,grant,0
98.9,1.215,8000.0,6586.56,0.823,0,0,-5000.0,cash,0
78.7,1.875,9107.06,5280.83,0.58,0,0,27119.0,micro_credit,0
117.1,1.369,8000.0,16052.4,2.007,0,0,41193.73,cash,0
62.0,1.177,13149.49,18760.1,1.427,1,0,12110.37,grant,0
61.0,1.828,12551.76,7921.69,0.631,1,1,12883.71,micro_credit,0
41.2,1.742,8795.49,9512.47,1.082,1,0,11408.26,bnpl,1
76.0,1.801,12913.01,11091.95,0.859,0,0,25746.03,cash,0
85.0,1.431,9356.97,11142.0,1.191,0,0,21094.7,bnpl,0
65.8,1.441,24003.16,20269.13,0.844,0,0,-1690.81,grant,0
89.3,1.583,11804.05,13036.88,1.104,0,0,33413.57,micro_credit,0
83.6,1.533,15819.3,13743.3,0.869,0,0,14186.61,micro_credit,0
82.9,1.524,9938.31,8754.45,0.881,1,0,-1521.01,cash,0
50.0,1.16,8000.0,10983.54,1.373,1,1,13856.12,bnpl,0
68.2,0.89,20101.78,21972.88,1.093,1,0,20023.68,grant,1
122.7,1.276,23142.62,7109.11,0.307,1,0,16297.28,bnpl,0
43.2,1.554,11775.48,11102.44,0.943,1,0,24849.79,micro_credit,0
77.5,1.404,8000.0,18882.72,2.36,0,0,232.64,grant,0
97.9,1.892,8000.0,22541.41,2.818,0,0,49087.61,grant,0
81.3,1.718,15782.43,10388.81,0.658,1,0,15281.04,micro_credit,0
42.1,1.589,12383.87,16056.83,1.297,0,0,31177.65,micro_credit,1
55.6,1.401,23224.85,11129.11,0.479,0,0,15600.61,bnpl,0
73.3,1.32,20549.42,9043.16,0.44,0,1,-5000.0,cash,0
63.7,0.99,8000.0,7097.72,0.887,0,0,23113.72,bnpl,0
58.2,1.799,18570.28,18576.39,1.0,1,0,8123.01,grant,0
78.5,1.123,9318.89,7530.82,0.808,0,0,24497.87,bnpl,0
139.3,1.69,8000.0,9910.24,1.239,0,0,14204.84,cash,0
77.2,1.345,11052.16,6103.54,0.552,0,0,-5000.0,bnpl,0
91.1,1.266,12609.37,5691.87,0.451,1,0,43766.87,cash,0
55.6,1.487,11484.76,8857.83,0.771,0,0,14581.31,micro_credit,0
89.4,1.819,14131.67,10998.39,0.778,1,1,9360.63,grant,0
133.7,1.816,8000.0,12771.78,1.596,0,1,5967.42,cash,0
71.6,1.206,8222.54,32740.09,3.982,0,0,22423.37,micro_credit,1
15.0,1.891,16160.63,9920.84,0.614,0,0,24910.74,micro_credit,0
53.5,1.418,19425.58,10410.27,0.536,0,0,-5000.0,bnpl,0
73.4,1.528,16971.08,12184.07,0.718,0,0,4411.52,grant,0
101.1,1.584,8000.0,22816.71,2.852,0,0,15485.91,grant,0
75.1,1.6,8000.0,9043.4,1.13,0,0,12064.49,grant,0
70.1,1.906,10914.34,19345.15,1.772,0,0,12169.12,bnpl,0
101.4,1.661,9957.08,12000.39,1.205,1,0,-5000.0,micro_credit,0
87.7,1.539,8000.0,22215.69,2.777,0,0,-5000.0,micro_credit,0
64.4,1.838,11407.03,11774.34,1.032,0,0,16518.06,micro_credit,0
79.5,1.125,8457.7,29409.91,3.477,0,1,132.17,bnpl,1
67.0,1.398,9517.08,8771.67,0.922,0,0,20761.35,micro_credit,0
79.9,1.767,8000.0,10024.75,1.253,1,0,7936.99,bnpl,0
86.4,1.328,14943.69,23214.41,1.553,0,0,-5000.0,micro_credit,0
62.7,1.401,32356.62,9542.92,0.295,0,0,42197.26,grant,0
43.3,1.273,8000.0,7592.16,0.949,0,0,7177.82,micro_credit,0
57.3,1.321,16669.11,23696.59,1.422,1,0,29087.34,cash,0
88.1,1.576,8000.0,7156.41,0.895,1,0,18533.92,cash,0
45.7,1.272,16627.46,34384.36,2.068,0,0,19079.31,bnpl,1
102.7,1.481,8000.0,16927.49,2.116,0,0,22247.21,grant,0
76.8,1.482,15260.07,7029.33,0.461,1,0,-1928.05,grant,0
49.8,1.574,8000.0,8297.15,1.037,0,1,-703.6,grant,0
68.5,1.134,10293.24,24004.99,2.332,0,0,14438.84,grant,1
113.5,1.924,14044.42,12595.28,0.897,1,1,12405.01,grant,0
94.1,1.44,8000.0,15844.89,1.981,0,0,-5000.0,cash,0
50.9,1.55,9482.41,5560.03,0.586,1,0,14978.85,bnpl,0
99.2,1.234,17546.64,5125.1,0.292,0,0,50111.83,bnpl,0
64.7,1.591,8000.0,11682.24,1.46,1,1,16112.68,bnpl,0
72.8,1.392,8000.0,22511.68,2.814,1,0,12554.53,micro_credit,0
113.5,1.403,8138.35,18931.39,2.326,1,0,-5000.0,bnpl,0
44.7,1.857,8000.0,4444.94,0.556,0,1,45633.49,bnpl,0
40.2,1.602,10209.65,2576.42,0.252,0,0,7188.29,bnpl,0
86.2,1.649,14862.32,9768.12,0.657,1,0,24825.08,cash,0
57.8,1.155,8000.0,5409.11,0.676,0,0,30172.55,cash,0
37.1,1.627,8780.9,11424.82,1.301,1,1,36544.93,micro_credit,1
64.0,1.721,10065.85,11118.77,1.105,0,1,53399.44,bnpl,0
39.0,1.911,13298.19,9285.98,0.698,1,0,41327.73,cash,0
28.8,1.404,8000.0,15163.49,1.895,1,0,-5000.0,bnpl,1
85.8,1.498,8000.0,14969.29,1.871,1,0,7164.81,micro_credit,0
47.8,2.334,8000.0,3569.98,0.446,0,0,-3157.78,cash,0
43.3,1.781,11438.54,15052.39,1.316,0,0,5339.6,bnpl,1
68.0,1.446,9542.04,19138.04,2.006,0,0,18049.36,grant,0
87.5,1.69,14735.27,14164.34,0.961,1,0,18459.27,micro_credit,0
104.7,1.364,8000.0,6296.46,0.787,1,0,15292.46,micro_credit,0
28.7,1.679,9422.57,22562.67,2.395,0,0,-94.51,bnpl,1
69.9,1.864,18442.46,8315.83,0.451,0,0,15272.06,micro_credit,0
82.4,1.655,8794.14,24459.18,2.781,0,0,-5000.0,grant,0
64.5,1.675,12158.1,25438.46,2.092,0,0,33568.06,micro_credit,0
67.9,1.914,8000.0,20170.73,2.521,0,1,44589.4,cash,0
105.4,1.58,8524.5,5214.9,0.612,0,0,17589.71,bnpl,0
47.1,1.328,8000.0,9384.21,1.173,0,0,11496.55,grant,0
81.8,1.382,16013.34,10780.42,0.673,0,1,-2179.0,grant,0
80.7,2.1,11508.28,9901.38,0.86,0,0,-5000.0,cash,0
69.5,1.616,8313.11,4836.94,0.582,0,1,-3310.18,cash,0
111.4,1.952,8000.0,17501.05,2.188,0,0,-5000.0,bnpl,0
110.1,1.619,15174.0,4706.49,0.31,0,1,24197.47,cash,0
74.8,1.789,14938.4,12533.77,0.839,0,0,1185.07,cash,0
94.5,1.533,8000.0,7287.5,0.911,0,0,-5000.0,micro_credit,0
62.2,1.859,10721.68,9032.89,0.842,1,0,26487.41,grant,0
54.2,1.577,9128.59,18555.51,2.033,0,0,-5000.0,cash,0
53.7,1.091,8805.94,23535.97,2.673,0,0,2901.95,cash,1
62.2,1.794,16008.05,11513.62,0.719,1,0,24324.87,grant,0
48.1,1.936,26027.73,16101.52,0.619,0,0,-5000.0,bnpl,0
61.0,1.722,8187.24,24335.93,2.972,1,0,22586.83,micro_credit,0
57.3,1.559,8000.0,10933.41,1.367,0,0,2017.32,bnpl,0
104.4,2.142,8000.0,4197.44,0.525,1,0,7586.9,grant,0
37.0,1.563,13863.59,27495.51,1.983,0,1,15625.1,cash,1
70.2,0.996,10014.44,12571.76,1.255,1,0,23501.22,bnpl,0
57.3,1.428,8000.0,3428.19,0.429,0,1,-5000.0,grant,0
35.7,1.644,8000.0,8990.91,1.124,0,1,-5000.0,cash,1
15.0,1.972,8000.0,9635.11,1.204,0,0,-5000.0,bnpl,1
99.3,1.59,8000.0,9742.7,1.218,0,0,42207.24,grant,0
73.2,1.499,8000.0,4264.07,0.533,1,0,9119.3,bnpl,0
83.1,1.858,8000.0,6510.67,0.814,1,1,1546.66,cash,0
74.9,1.509,9369.73,15130.27,1.615,1,0,-4259.28,grant,0
98.4,1.671,8570.45,29158.43,3.402,0,0,40015.49,micro_credit,0
98.3,0.8,20141.25,18715.68,0.929,0,0,48115.36,cash,0
105.9,1.992,14696.94,25381.64,1.727,0,0,47894.23,micro_credit,0
80.4,1.11,8618.3,14979.98,1.738,1,1,13347.98,bnpl,0
43.8,1.093,8000.0,18849.78,2.356,0,0,40446.12,grant,1
97.9,1.846,9543.67,4637.15,0.486,1,0,3806.03,cash,0
68.5,1.411,10143.75,15410.14,1.519,0,0,27354.27,micro_credit,0
68.0,1.017,8000.0,12382.52,1.548,0,0,34010.54,grant,0
60.8,1.694,11277.21,12383.81,1.098,0,1,28749.6,cash,0
58.5,1.389,9844.27,8500.83,0.864,0,1,21144.22,grant,0
57.2,1.613,9460.89,13605.23,1.438,0,1,3724.65,cash,0
66.5,1.577,10839.3,12060.48,1.113,1,0,42696.52,bnpl,0
50.2,1.532,8000.0,14833.52,1.854,0,0,-5000.0,micro_credit,0
68.0,1.446,11230.64,8919.23,0.794,0,0,1284.5,cash,0
110.9,1.63,8000.0,10530.61,1.316,1,0,41616.39,cash,0
69.1,1.357,8000.0,8937.23,1.117,1,1,1299.04,bnpl,0
43.0,1.235,8000.0,16736.78,2.092,0,0,5137.73,micro_credit,1
69.8,1.906,17725.39,10350.93,0.584,1,0,644.46,bnpl,0
53.4,1.744,9026.15,9773.48,1.083,1,0,-2645.96,micro_credit,0
55.8,1.64,8000.0,20893.17,2.612,1,0,2390.8,bnpl,0
71.3,1.176,9842.21,10091.24,1.025,1,1,11098.55,bnpl,0
111.8,1.6,8000.0,8174.49,1.022,0,0,22712.36,bnpl,0
107.5,1.629,13492.92,16904.85,1.253,1,1,37543.16,micro_credit,0
26.3,1.737,15408.6,5788.93,0.376,1,0,-3942.03,micro_credit,0
53.7,1.346,8000.0,13813.91,1.727,0,0,27582.14,micro_credit,0
102.0,1.315,8000.0,24926.88,3.116,0,0,23641.39,grant,0
77.1,1.683,9765.28,16131.38,1.652,0,1,5950.8,cash,0
81.7,1.127,8000.0,8330.21,1.041,0,0,5260.98,grant,0
51.8,1.401,8000.0,16346.76,2.043,1,0,10514.76,cash,0
32.4,1.316,11515.75,8967.28,0.779,0,0,-544.95,micro_credit,0
73.1,1.646,8000.0,16359.61,2.045,1,0,-2405.28,bnpl,0
74.6,1.54,8000.0,6884.22,0.861,0,1,6857.64,grant,0
115.6,1.169,21195.43,10479.26,0.494,0,0,12636.69,grant,0
47.8,1.334,8000.0,6801.29,0.85,0,0,8239.48,micro_credit,0
64.8,2.068,8000.0,12790.78,1.599,0,1,16461.23,micro_credit,0
48.2,1.742,8273.0,3069.24,0.371,0,0,23877.29,cash,0
47.1,1.257,13488.0,9987.22,0.74,1,0,28519.9,cash,0
105.3,1.369,14142.9,7978.43,0.564,1,0,52196.09,bnpl,0
57.7,1.837,14468.16,14383.66,0.994,0,0,-69.78,cash,0
71.2,0.947,10948.84,14651.36,1.338,1,1,14402.99,micro_credit,0
15.0,1.196,8000.0,14191.7,1.774,0,0,17208.1,bnpl,1
70.7,1.728,8000.0,16909.47,2.114,0,0,20545.36,grant,0
84.4,1.499,22557.77,15855.28,0.703,0,0,-5000.0,micro_credit,0
81.2,1.761,8000.0,22006.65,2.751,0,0,18876.61,bnpl,0
16.4,1.634,8244.38,16243.51,1.97,1,0,28995.87,micro_credit,1
79.9,2.016,9132.38,17045.64,1.867,0,0,26488.97,cash,0
72.6,1.768,8000.0,9581.48,1.198,0,1,-5000.0,bnpl,0
81.0,1.641,16825.8,18678.47,1.11,0,0,6873.68,micro_credit,0
45.5,1.671,16314.98,18312.73,1.122,0,0,31520.6,grant,0
69.7,1.419,8000.0,11722.4,1.465,0,0,10585.37,micro_credit,0
80.2,1.514,9319.53,7885.79,0.846,0,0,28949.14,cash,0
76.9,1.501,8000.0,5810.65,0.726,0,0,35543.36,bnpl,0
88.9,1.095,13952.5,20077.69,1.439,0,0,14238.77,grant,1
115.0,1.611,8000.0,14777.23,1.847,0,0,16408.15,grant,0
59.9,1.711,8000.0,20843.8,2.605,0,0,-3806.19,grant,0
50.4,1.518,12026.14,13228.89,1.1,0,0,-1367.86,grant,0
62.3,1.233,8945.39,21834.83,2.441,0,0,11923.27,bnpl,1
96.5,1.958,8000.0,10909.45,1.364,0,0,51081.47,cash,0
111.1,1.082,11780.69,12092.1,1.026,1,0,26876.16,bnpl,0
56.4,1.315,8000.0,8825.84,1.103,0,0,26675.84,cash,0
45.5,1.376,8000.0,21034.41,2.629,1,0,34878.54,micro_credit,0
66.8,1.467,12136.22,27199.81,2.241,0,0,19354.99,grant,0
57.6,1.097,8000.0,12585.12,1.573,0,0,204.1,micro_credit,0
79.9,1.395,8000.0,6327.32,0.791,0,0,40122.38,cash,0
97.2,2.035,12619.24,9542.44,0.756,1,0,35820.14,bnpl,0
74.2,1.612,9708.23,2390.37,0.246,0,0,40885.23,bnpl,0
87.3,1.642,9625.79,13225.28,1.374,0,0,1248.98,cash,0
90.4,1.184,10761.51,16462.91,1.53,0,0,8423.96,grant,0
84.3,1.272,8000.0,13769.27,1.721,0,0,24213.89,cash,0
28.1,1.696,8000.0,10872.12,1.359,0,0,-5000.0,bnpl,1
53.7,1.821,10044.58,9793.48,0.975,1,0,9903.21,bnpl,0
87.2,1.673,9568.56,22051.31,2.305,0,0,29468.33,cash,0
